first_name,last_name,born,Pos,birth_city,birth_state
COURTNEY,LEE,1985,SG,Indianapolis,Indiana
DAVID,LEE,1942,PF,Modesto,California
MALCOLM,LEE,1990,SG,Riverside,California
ALEX,LEN,1993,C,Antratsit,Ukraine
KAWHI,LEONARD,1991,SF,Los Angeles,California
MEYERS,LEONARD,1992,C,Woodbridge,Virginia
JON,LEUER,1989,PF,Long Lake,Minnesota
DAMIAN,LILLARD,1990,PG,Oakland,California
JEREMY,LIN,1988,PG,Palo Alto,California
SHAUN,LIVINGSTON,1985,PG,Peoria,Illinois
BROOK,LOPEZ,1988,C,North Hollywood,California
ROBIN,LOPEZ,1988,C,North Hollywood,California
KEVIN,LOVE,1988,PF,Santa Monica,California
KYLE,LOWRY,1986,PG,Philadelphia,Pennsylvania
KALIN,LUCAS,1989,PG,Sterling Heights,Michigan
JOHN,LUCAS,1953,PG,Durham,North Carolina
SHELVIN,MACK,1990,PG,Lexington,Kentucky
IAN,MAHINMI,1986,C,Rouen,France
DEVYN,MARBLE,1992,SG,Southfield,Michigan
SHAWN,MARION,1978,SF,Waukegan,Illinois
KENDALL,MARSHALL,1991,PG,Dumfries,Virginia
CARTIER,MARTIN,1984,SF,Crockett,Texas
KENYON,MARTIN,1977,PF,Saginaw,Michigan
KEVIN,MARTIN,1977,SG,Saginaw,Michigan
WESLEY,MATTHEWS,1959,SG,Sarasota,Florida
JASON,MAXIELL,1983,PF,Chicago,Illinois
RAY,MCCALLUM,1991,PG,Madison,Wisconsin
DOUG,MCDERMOTT,1992,SF,Grand Forks,North Dakota
MITCH,MCGARY,1992,PF,Chesterton,Indiana
JAVALE,MCGEE,1988,C,Flint,Michigan
JAVALE,MCGEE,1988,C,Flint,Michigan
JAVALE,MCGEE,1988,C,Flint,Michigan
BEN,MCLEMORE,1993,SG,St. Louis,Missouri
JEREL,MCNEAL,1987,PG,Chicago,Illinois
JOSH,MCROBERTS,1987,PF,Indianapolis,Indiana
JODIE,MEEKS,1987,SG,Norcross,Georgia
GAL,MEKEL,1988,PG,Petah Tikva,Israel
KHRIS,MIDDLETON,1991,SF,Charleston,South Carolina
ANDRE,MILLER,1971,PG,Benton Harbor,Michigan
ANDRE,MILLER,1971,PG,Benton Harbor,Michigan
ANDRE,MILLER,1971,PG,Benton Harbor,Michigan
DARIUS,MILLER,1990,SF,Maysville,Kentucky
MIKE,MILLER,1980,SF,Mitchell,South Dakota
QUINCY,MILLER,1992,PF,Chicago,Illinois
QUINCY,MILLER,1992,PF,Chicago,Illinois
QUINCY,MILLER,1992,PF,Chicago,Illinois
PATTY,MILLS,1985,PG,Monroe,Louisiana
ELIJAH,MILLSAP,1987,SG,Grambling,Louisiana
PAUL,MILLSAP,1985,PF,Monroe,Louisiana
NIKOLA,MIROTIC,1991,PF,Podgorica,Montenegro
NAZR,MOHAMMED,1977,C,Chicago,Illinois
GREG,MONROE,1990,PF,New Orleans,Louisiana
ERIC,MORELAND,1991,PF,Houston,Texas
DARIUS,MORRIS,1991,PG,Los Angeles,California
ANTHONY,MORROW,1985,SG,Charlotte,North Carolina
DONATAS,MOTIEJUNAS,1990,PF,Kaunas,Lithuania
TIMOFEY,MOZGOV,1986,C,St. Petersburg,Russia
TIMOFEY,MOZGOV,1986,C,St. Petersburg,Russia
TIMOFEY,MOZGOV,1986,C,St. Petersburg,Russia
SHABAZZ,MUHAMMAD,1992,SG,Los Angeles,California
TOURE',MURRY,1989,SG-PG,Houston,Texas
TOURE',MURRY,1989,PG,Houston,Texas
TOURE',MURRY,1989,SG,Houston,Texas
MIKE,MUSCALA,1991,PF,St. Louis Park,Minnesota
SHABAZZ,NAPIER,1991,PG,Roxbury,Massachusetts
GARY,NEAL,1984,SG,Baltimore,Maryland
GARY,NEAL,1984,SG,Baltimore,Maryland
GARY,NEAL,1984,SG,Baltimore,Maryland
JAMEER,NELSON,1982,PG,Chester,Pennsylvania
JAMEER,NELSON,1982,PG,Chester,Pennsylvania
JAMEER,NELSON,1982,PG,Chester,Pennsylvania
JAMEER,NELSON,1982,PG,Chester,Pennsylvania
ANDREW,NICHOLSON,1989,PF,Mississauga,Canada
JOAKIM,NOAH,1985,C,New York,New York
NERLENS,NOEL,1994,C,Malden,Massachusetts
LUCAS,NOGUEIRA,1992,C,Sao Goncalo,Brazil
STEVE,NOVAK,1983,SF-PF,Libertyville,Illinois
STEVE,NOVAK,1983,SF,Libertyville,Illinois
STEVE,NOVAK,1983,PF,Libertyville,Illinois
DIRK,NOWITZKI,1978,PF,Wurzburg,Germany
JUSUF,NURKIC,1994,C,Tuzla,Bosnia and Herzegovina
JOHNNY,O'BRYANT,1993,PF,Cleveland,Mississippi
KYLE,O'QUINN,1990,PF,Flushing,New York
VICTOR,OLADIPO,1992,SG,Silver Spring,Maryland
KELLY,OLYNYK,1991,C,Toronto,Canada
ARINZE,ONUAKU,1987,C,Lanham,Maryland
ZAZA,PACHULIA,1984,C,Tbilisi,Georgia
KOSTAS,PAPANIKOLAOU,1990,SF,Trikala,Greece
JANNERO,PARGO,1979,PG,Chicago,Illinois
JABARI,PARKER,1995,PF,Chicago,Illinois
TONY,PARKER,1982,PG,Bruges,Belgium
CHANDLER,PARSONS,1988,SF,Casselberry,Florida
PATRICK,PATTERSON,1989,PF,Washington,District of Columbia
CHRIS,PAUL,1985,PG,Winston-Salem,North Carolina
ADREIAN,PAYNE,1991,PF,Dayton,Ohio
ADREIAN,PAYNE,1991,PF,Dayton,Ohio
ADREIAN,PAYNE,1991,PF,Dayton,Ohio
ELFRID,PAYTON,1994,PG,Gretna,Louisiana
NIKOLA,PEKOVIC,1986,C,Bijelo Polje,Montenegro
KENDRICK,PERKINS,1984,C,Nederland,Texas
KENDRICK,PERKINS,1984,C,Nederland,Texas
KENDRICK,PERKINS,1984,C,Nederland,Texas
PAUL,PIERCE,1977,SF,Oakland,California
MASON,PLUMLEE,1990,C,Fort Wayne,Indiana
MILES,PLUMLEE,1988,C,Fort Wayne,Indiana
MILES,PLUMLEE,1988,C,Fort Wayne,Indiana
MILES,PLUMLEE,1988,C,Fort Wayne,Indiana
QUINCY,PONDEXTER,1988,SF-SG,Fresno,California
QUINCY,PONDEXTER,1988,SG,Fresno,California
QUINCY,PONDEXTER,1988,SF,Fresno,California
OTTO,PORTER,1993,SF,St. Louis,Missouri
DWIGHT,POWELL,1991,PF,Toronto,Canada
DWIGHT,POWELL,1991,PF,Toronto,Canada
DWIGHT,POWELL,1991,PF,Toronto,Canada
PHIL,PRESSEY,1991,PG,Dallas,Texas
RONNIE,PRICE,1983,PG,Friendswood,Texas
PABLO,PRIGIONI,1977,PG,Rio Tercero,Argentina
PABLO,PRIGIONI,1977,PG,Rio Tercero,Argentina
PABLO,PRIGIONI,1977,PG,Rio Tercero,Argentina
TAYSHAUN,PRINCE,1980,SF,Compton,California
TAYSHAUN,PRINCE,1980,SF,Compton,California
TAYSHAUN,PRINCE,1980,SF,Compton,California
TAYSHAUN,PRINCE,1980,SF,Compton,California
MIROSLAV,RADULJICA,1988,C,Belgrade,Serbia
JULIUS,RANDLE,1994,PF,Dallas,Texas
SHAVLIK,RANDOLPH,1983,PF,Raleigh,North Carolina
SHAVLIK,RANDOLPH,1983,PF,Raleigh,North Carolina
SHAVLIK,RANDOLPH,1983,PF,Raleigh,North Carolina
ZACH,RANDOLPH,1981,PF,Marion,Indiana
GLEN,RICE,1967,SG,Jacksonville,Arkansas
JASON,RICHARDSON,1981,SG,Saginaw,Michigan
LUKE,RIDNOUR,1981,PG,Coeur d'Alene,Idaho
AUSTIN,RIVERS,1992,PG-SG,Santa Monica,California
AUSTIN,RIVERS,1992,SG,Santa Monica,California
AUSTIN,RIVERS,1992,PG,Santa Monica,California
ANDRE,ROBERSON,1955,SG,Chattanooga,Tennessee
BRIAN,ROBERTS,1985,PG,Toledo,Ohio
GLENN,ROBINSON,1973,SG-SF,Gary,Indiana
GLENN,ROBINSON,1973,SG,Gary,Indiana
GLENN,ROBINSON,1973,SF,Gary,Indiana
NATE,ROBINSON,1984,PG,Seattle,Washington
NATE,ROBINSON,1984,PG,Seattle,Washington
NATE,ROBINSON,1984,PG,Seattle,Washington
THOMAS,ROBINSON,1991,PF,Washington,District of Columbia
THOMAS,ROBINSON,1991,PF,Washington,District of Columbia
THOMAS,ROBINSON,1991,PF,Washington,District of Columbia
RAJON,RONDO,1986,PG,Louisville,Kentucky
RAJON,RONDO,1986,PG,Louisville,Kentucky
RAJON,RONDO,1986,PG,Louisville,Kentucky
DERRICK,ROSE,1988,PG,Chicago,Illinois
TERRENCE,ROSS,1991,SF,Portland,Oregon
RICKY,RUBIO,1990,PG,Barcelona,Spain
DAMJAN,RUDEZ,1986,SF,Zagreb,Croatia
BRANDON,RUSH,1985,SG,Kansas City,Missouri
ROBERT,SACRE,1989,C,Baton Rouge,Louisiana
JOHN,SALMONS,1979,SF,Philadelphia,Pennsylvania
JAKARR,SAMPSON,1983,SF,Inglewood,California
LARRY,SANDERS,1988,C,Fort Pierce,Florida
DENNIS,SCHRODER,1993,PG,Braunschweig,Germany
LUIS,SCOLA,1980,PF,Buenos Aires,Argentina
MIKE,SCOTT,1988,PF,Chesapeake,Virginia
THABO,SEFOLOSHA,1984,SF,Vevey,Switzerland
KEVIN,SERAPHIN,1989,C,Cayenne,French Guiana
RAMON,SESSIONS,1986,PG,Myrtle Beach,South Carolina
RAMON,SESSIONS,1986,PG,Myrtle Beach,South Carolina
RAMON,SESSIONS,1986,PG,Myrtle Beach,South Carolina
IMAN,SHUMPERT,1990,SG,Oak Park,Illinois
IMAN,SHUMPERT,1990,SG,Oak Park,Illinois
IMAN,SHUMPERT,1990,SG,Oak Park,Illinois
ALEXEY,SHVED,1988,SG,Belgorod,Russia
ALEXEY,SHVED,1988,SG,Belgorod,Russia
ALEXEY,SHVED,1988,SG,Belgorod,Russia
ALEXEY,SHVED,1988,SG,Belgorod,Russia
HENRY,SIMS,1990,C,Baltimore,Maryland
KYLE,SINGLER,1988,SF,Medford,Oregon
KYLE,SINGLER,1988,SF,Medford,Oregon
KYLE,SINGLER,1988,SF,Medford,Oregon
DONALD,SLOAN,1988,PG,Shreveport,Louisiana
MARCUS,SMART,1994,PG,Flower Mound,Texas
GREG,SMITH,1947,PF,Princeton,Kentucky
ISH,SMITH,1988,PG,Charlotte,North Carolina
ISH,SMITH,1988,PG,Charlotte,North Carolina
ISH,SMITH,1988,PG,Charlotte,North Carolina
JASON,SMITH,1977,C,Atlanta,Georgia
JOSH,SMITH,1944,PF,Columbus,Mississippi
JOSH,SMITH,1944,PF,Columbus,Mississippi
JOSH,SMITH,1944,PF,Columbus,Mississippi
RUSS,SMITH,1991,PG,New York,New York
RUSS,SMITH,1991,PG,New York,New York
RUSS,SMITH,1991,PG,New York,New York
TONY,SNELL,1991,SF,Riverside,California
MARREESE,SPEIGHTS,1987,C,St. Petersburg,Florida
TIAGO,SPLITTER,1985,C,Joinville,Brazil
NIK,STAUSKAS,1993,SG,Mississauga,Canada
LANCE,STEPHENSON,1990,SG,Brooklyn,New York
GREG,STIEMSMA,1985,C,Randolph,Wisconsin
DAVID,STOCKTON,1991,PG,Spokane,Washington
JARNELL,STOKES,1994,PF,Memphis,Tennessee
AMAR'E,STOUDEMIRE,1982,PF,Lake Wales,Florida
AMAR'E,STOUDEMIRE,1982,PF,Lake Wales,Florida
AMAR'E,STOUDEMIRE,1982,PF,Lake Wales,Florida
RODNEY,STUCKEY,1986,PG,Seattle,Washington
JARED,SULLINGER,1992,PF,Columbus,Ohio
JEFFERY,TAYLOR,1960,SF,Blytheville,Arkansas
JEFF,TEAGUE,1988,PG,Indianapolis,Indiana
MIRZA,TELETOVIC,1985,PF,Mostar,Bosnia and Herzegovina
SEBASTIAN,TELFAIR,1985,PG,Brooklyn,New York
GARRETT,TEMPLE,1986,SG,Baton Rouge,Louisiana
JASON,TERRY,1977,SG,Seattle,Washington
ISAIAH,THOMAS,1961,PG,Chicago,Illinois
ISAIAH,THOMAS,1961,PG,Chicago,Illinois
ISAIAH,THOMAS,1961,PG,Chicago,Illinois
LANCE,THOMAS,1988,PF-SF,Brooklyn,New York
LANCE,THOMAS,1988,SF,Brooklyn,New York
LANCE,THOMAS,1988,PF,Brooklyn,New York
MALCOLM,THOMAS,1988,PF,Columbia,Missouri
TYRUS,THOMAS,1986,PF,Baton Rouge,Louisiana
HOLLIS,THOMPSON,1991,SG,Pasadena,California
JASON,THOMPSON,1946,PF,New York,New York
KLAY,THOMPSON,1990,SG,Los Angeles,California
TRISTAN,THOMPSON,1991,PF,Toronto,Canada
MARCUS,THORNTON,1987,SG,Baton Rouge,Louisiana
MARCUS,THORNTON,1987,SG,Baton Rouge,Louisiana
MARCUS,THORNTON,1987,SG,Baton Rouge,Louisiana
ANTHONY,TOLLIVER,1985,PF,Springfield,Missouri
ANTHONY,TOLLIVER,1985,PF,Springfield,Missouri
ANTHONY,TOLLIVER,1985,PF,Springfield,Missouri
RONNY,TURIAF,1983,C,Le Robert,Martinique
HEDO,TURKOGLU,1979,SF,Istanbul,Turkey
EVAN,TURNER,1988,SG,Chicago,Illinois
EKPE,UDOH,1987,PF,Edmond,Oklahoma
BENO,UDRIH,1982,PG,Celje,Slovenia
JONAS,VALANCIUNAS,1992,C,Utena,Lithuania
ANDERSON,VAREJAO,1982,C,Santa Teresa,Brazil
GREIVIS,VASQUEZ,1987,PG,Caracas,Venezuela
CHARLIE,VILLANUEVA,1984,PF,Queens,New York
NOAH,VONLEH,1995,PF,Haverhill,Massachusetts
NIKOLA,VUCEVIC,1990,C,Morges,Switzerland
DWYANE,WADE,1982,SG,Chicago,Illinois
DION,WAITERS,1991,SG,Philadelphia,Pennsylvania
DION,WAITERS,1991,SG,Philadelphia,Pennsylvania
DION,WAITERS,1991,SG,Philadelphia,Pennsylvania
KEMBA,WALKER,1964,PG,Roberta,Georgia
JOHN,WALL,1990,PG,Raleigh,North Carolina
GERALD,WALLACE,1982,SF,Sylacauga,Alabama
DAVID,WEAR,1990,PF,Long Beach,California
TRAVIS,WEAR,1990,SF,Long Beach,California
MARTELL,WEBSTER,1952,SF,Baltimore,Maryland
DAVID,WEST,1980,PF,Teaneck,New Jersey
RUSSELL,WESTBROOK,1988,PG,Long Beach,California
HASSAN,WHITESIDE,1989,C,Gastonia,North Carolina
SHAYNE,WHITTINGTON,1991,PF,Paw Paw,Michigan
ANDREW,WIGGINS,1995,SF,Toronto,Canada
DERON,WILLIAMS,1984,PG,Parkersburg,West Virginia
DERRICK,WILLIAMS,1984,PF,Parkersburg,West Virginia
ELLIOT,WILLIAMS,1989,SG,Memphis,Tennessee
ELLIOT,WILLIAMS,1989,SG,Memphis,Tennessee
ELLIOT,WILLIAMS,1989,SG,Memphis,Tennessee
LOU,WILLIAMS,1969,SG,Ocala,Florida
MARVIN,WILLIAMS,1982,PF,Jackson,Mississippi
MO,WILLIAMS,1971,PG,Fredericksburg,Virginia
MO,WILLIAMS,1971,PG,Fredericksburg,Virginia
MO,WILLIAMS,1971,PG,Fredericksburg,Virginia
REGGIE,WILLIAMS,1964,SF,Baltimore,Maryland
SHAWNE,WILLIAMS,1975,SF,Bronx,New York
SHAWNE,WILLIAMS,1975,SF,Bronx,New York
SHAWNE,WILLIAMS,1975,SF,Bronx,New York
JEFF,WITHEY,1990,C,San Diego,California
NATE,WOLTERS,1991,PG,St. Cloud,Minnesota
NATE,WOLTERS,1991,PG,St. Cloud,Minnesota
NATE,WOLTERS,1991,PG,St. Cloud,Minnesota
BRANDAN,WRIGHT,1962,PF,Hollywood,California
BRANDAN,WRIGHT,1962,PF,Hollywood,California
BRANDAN,WRIGHT,1962,PF,Hollywood,California
BRANDAN,WRIGHT,1962,PF,Hollywood,California
DORELL,WRIGHT,1985,SF,Los Angeles,California
TONY,WROTEN,1993,PG,Seattle,Washington
JAMES,YOUNG,1995,SG,Flint,Michigan
NICK,YOUNG,1985,SG,Los Angeles,California
THADDEUS,YOUNG,1988,PF,New Orleans,Louisiana
THADDEUS,YOUNG,1988,PF,New Orleans,Louisiana
THADDEUS,YOUNG,1988,PF,New Orleans,Louisiana
CODY,ZELLER,1992,C,Washington,Indiana
TYLER,ZELLER,1990,C,Visalia,California
QUINCY,ACY,1990,PF,Tyler,Texas
JORDAN,ADAMS,1994,SG,Atlanta,Georgia
STEVEN,ADAMS,1993,C,Rotorua,New Zealand
ARRON,AFFLALO,1985,SG,Los Angeles,California
ALEXIS,AJINCA,1988,C,Saint-Etienne,France
COLE,ALDRICH,1988,C,Burnsville,Minnesota
LAMARCUS,ALDRIDGE,1985,PF,Dallas,Texas
CLIFF,ALEXANDER,1995,PF,Chicago,Illinois
LAVOY,ALLEN,1989,PF,Morrisville,Pennsylvania
TONY,ALLEN,1982,SG,Chicago,Illinois
AL-FAROUQ,AMINU,1990,SF,Atlanta,Georgia
LOU,AMUNDSON,1982,PF,Ventura,California
CHRIS,ANDERSEN,1978,C,Long Beach,California
CHRIS,ANDERSEN,1978,C,Long Beach,California
CHRIS,ANDERSEN,1978,C,Long Beach,California
ALAN,ANDERSON,1982,SG,Minneapolis,Minnesota
JAMES,ANDERSON,1989,SG,El Dorado,Arkansas
JUSTIN,ANDERSON,1993,SF,Montross,Virginia
KYLE,ANDERSON,1993,SF,New York,New York
RYAN,ANDERSON,1988,PF,Sacramento,California
GIANNIS,ANTETOKOUNMPO,1994,PG,Athens,Greece
THANASIS,ANTETOKOUNMPO,1992,SF,Athens,Greece
CARMELO,ANTHONY,1984,SF,New York,New York
JOEL,ANTHONY,1982,C,Montreal,Canada
KEITH,APPLING,1992,PG,Detroit,Michigan
TREVOR,ARIZA,1985,SF,Miami,Florida
DARRELL,ARTHUR,1988,PF,Dallas,Texas
OMER,ASIK,1986,C,Bursa,Turkey
LUKE,BABBITT,1989,SF,Cincinnati,Ohio
CAMERON,BAIRSTOW,1990,C,Brisbane,Australia
LEANDRO,BARBOSA,1982,SG,San Paulo,Brazil
ANDREA,BARGNANI,1985,C,Rome,Italy
MATT,BARNES,1952,SF,Providence,Rhode Island
WILL,BARTON,1991,SG,Baltimore,Maryland
BRANDON,BASS,1985,PF,Baton Rouge,Louisiana
NICOLAS,BATUM,1988,SF,Lisieux,France
JERRYD,BAYLESS,1988,SG,Phoenix,Arizona
ARON,BAYNES,1986,C,Gisborne,New Zealand
KENT,BAZEMORE,1989,SF,Kelford,North Carolina
BRADLEY,BEAL,1993,SG,St. Louis,Missouri
MICHAEL,BEASLEY,1989,PF,Frederick,Maryland
MARCO,BELINELLI,1986,SG,Bologna,Italy
ANTHONY,BENNETT,1993,PF,Toronto,Canada
PATRICK,BEVERLEY,1988,PG,Chicago,Illinois
BISMACK,BIYOMBO,1992,C,Lubumbashi,Democratic Republic of the Congo
NEMANJA,BJELICA,1988,PF,Belgrade,Serbia
TARIK,BLACK,1991,C,Memphis,Tennessee
DEJUAN,BLAIR,1989,C,Pittsburgh,Pennsylvania
STEVE,BLAKE,1980,PG,Hollywood,Florida
ERIC,BLEDSOE,1989,PG,Birmingham,Alabama
BOJAN,BOGDANOVIC,1992,SF,Belgrade,Serbia
ANDREW,BOGUT,1984,C,Melbourne,Australia
MATT,BONNER,1980,C,Concord,New Hampshire
DEVIN,BOOKER,1996,SG,Grand Rapids,Michigan
TREVOR,BOOKER,1987,PF,Newberry,South Carolina
CHRIS,BOSH,1984,PF,Dallas,Texas
AVERY,BRADLEY,1990,SG,Tacoma,Washington
ELTON,BRAND,1979,C,Cortlandt Manor,New York
COREY,BREWER,1986,SF,Portland,Tennessee
AARON,BROOKS,1985,PG,Seattle,Washington
ANTHONY,BROWN,1981,SF,Chicago,Illinois
LORENZO,BROWN,1990,PG,Roswell,Georgia
MARKEL,BROWN,1974,SG,West Memphis,Arkansas
KOBE,BRYANT,1978,SF,Philadelphia,Pennsylvania
CHASE,BUDINGER,1988,SF,Encinitas,California
CHASE,BUDINGER,1988,SF,Encinitas,California
CHASE,BUDINGER,1988,SF,Encinitas,California
REGGIE,BULLOCK,1991,SF,Baltimore,Maryland
TREY,BURKE,1992,PG,Columbus,Ohio
ALEC,BURKS,1991,SG,Grandview,Missouri
CARON,BUTLER,1980,SF,Racine,Wisconsin
JIMMY,BUTLER,1989,SG,Houston,Texas
RASUAL,BUTLER,1979,SF,Philadelphia,Pennsylvania
BRUNO,CABOCLO,1995,SF,Osasco,Brazil
JOSE,CALDERON,1981,PG,Villanueva de la Serena,Spain
KENTAVIOUS,CALDWELL-POPE,1993,SG,Thomaston,Georgia
ISAIAH,CANAAN,1991,SG,Biloxi,Mississippi
DEMARRE,CARROLL,1986,SF,Birmingham,Alabama
VINCE,CARTER,1977,SG,Daytona Beach,Florida
MICHAEL,CARTER-WILLIAMS,1991,PG,Hamilton,Massachusetts
OMRI,CASSPI,1988,SF,Holon,Israel
WILLIE,CAULEY-STEIN,1993,C,Spearville,Kansas
MARIO,CHALMERS,1986,PG,Anchorage,Alaska
MARIO,CHALMERS,1986,PG,Anchorage,Alaska
MARIO,CHALMERS,1986,PG,Anchorage,Alaska
TYSON,CHANDLER,1982,C,Hanford,California
RAKEEM,CHRISTMAS,1991,PF,Irvington,New Jersey
IAN,CLARK,1991,SG,Memphis,Tennessee
COTY,CLARKE,1992,SF,Antioch,Tennessee
JORDAN,CLARKSON,1992,SG,Tampa,Florida
NORRIS,COLE,1988,PG,Dayton,Ohio
DARREN,COLLISON,1987,PG,Rancho Cucamonga,California
NICK,COLLISON,1980,PF,Orange City,Iowa
MIKE,CONLEY,1987,PG,Fayetteville,Arkansas
PAT,CONNAUGHTON,1993,SG,Arlington,Massachusetts
CHRIS,COPELAND,1984,PF,Orange,New Jersey
BRYCE,COTTON,1992,PG,Tucson,Arizona
BRYCE,COTTON,1992,PG,Tucson,Arizona
BRYCE,COTTON,1992,PG,Tucson,Arizona
DEMARCUS,COUSINS,1990,C,Mobile,Alabama
ROBERT,COVINGTON,1990,SF,Bellwood,Illinois
ALLEN,CRABBE,1992,SG,Los Angeles,California
JAMAL,CRAWFORD,1980,SG,Seattle,Washington
JAE,CROWDER,1990,SF,Villa Rica,Georgia
DANTE,CUNNINGHAM,1987,SF,Clinton,Maryland
JARED,CUNNINGHAM,1991,SG,Oakland,California
JARED,CUNNINGHAM,1991,SG,Oakland,California
JARED,CUNNINGHAM,1991,SG,Oakland,California
SETH,CURRY,1990,PG,Charlotte,North Carolina
STEPHEN,CURRY,1988,PG,Akron,Ohio
TROY,DANIELS,1991,SG,Roanoke,Virginia
ANTHONY,DAVIS,1968,C,Oakland,California
ED,DAVIS,1989,PF,Washington,District of Columbia
BRANDEN,DAWSON,1993,PF,Gary,Indiana
DEWAYNE,DEDMON,1989,C,Lancaster,California
BRYCE,DEJEAN-JONES,1992,SG,Los Angeles,California
SAM,DEKKER,1994,SF,Sheboygan,Wisconsin
MATTHEW,DELLAVEDOVA,1990,PG,Maryborough,Australia
LUOL,DENG,1985,PF,Wow,South Sudan
DEMAR,DEROZAN,1989,SG,Compton,California
BORIS,DIAW,1982,PF,Cormeille-en-Parisis,France
GORGUI,DIENG,1990,C,Kebemer,Senegal
SPENCER,DINWIDDIE,1993,PG,Los Angeles,California
TONEY,DOUGLAS,1986,PG,Jonesboro,Georgia
GORAN,DRAGIC,1986,PG,Ljubljana,Slovenia
ANDRE,DRUMMOND,1993,C,Mount Vernon,New York
JARED,DUDLEY,1985,PF,San Diego,California
DUJE,DUKAN,1991,SF,Split,Croatia
TIM,DUNCAN,1976,C,St. Croix,U.S. Virgin Islands
MIKE,DUNLEAVY,1954,SF,Brooklyn,New York
KEVIN,DURANT,1988,SF,Washington,District of Columbia
CLEANTHONY,EARLY,1991,SF,Middletown,New York
JARELL,EDDIE,1991,SF,Tampa,Florida
WAYNE,ELLINGTON,1987,SG,Wynnewood,Pennsylvania
MONTA,ELLIS,1985,SG,Jackson,Mississippi
JAMES,ENNIS,1990,SF,Ventura,California
JAMES,ENNIS,1990,SF,Ventura,California
JAMES,ENNIS,1990,SF,Ventura,California
JAMES,ENNIS,1990,SF,Ventura,California
TYLER,ENNIS,1994,PG,Brampton,Canada
JEREMY,EVANS,1987,SF,Crossett,Arkansas
TYREKE,EVANS,1989,SG,Chester,Pennsylvania
FESTUS,EZELI,1989,C,Benin City,Nigeria
KENNETH,FARIED,1989,PF,Newark,New Jersey
JORDAN,FARMAR,1986,PG,Los Angeles,California
DERRICK,FAVORS,1991,PF,Atlanta,Georgia
CRISTIANO,FELICIO,1992,C,Pouso Alegre,Brazil
RAYMOND,FELTON,1984,PG,Marion,South Carolina
EVAN,FOURNIER,1992,SF,Saint-Maurice,France
RANDY,FOYE,1983,SG,Newark,New Jersey
RANDY,FOYE,1983,SG,Newark,New Jersey
RANDY,FOYE,1983,SG,Newark,New Jersey
TIM,FRAZIER,1990,PG,Houston,Texas
TIM,FRAZIER,1990,PG,Houston,Texas
TIM,FRAZIER,1990,PG,Houston,Texas
JIMMER,FREDETTE,1989,SG,Glens Falls,New York
JIMMER,FREDETTE,1989,SG,Glens Falls,New York
JIMMER,FREDETTE,1989,SG,Glens Falls,New York
CHANNING,FRYE,1983,PF-C,White Plains,New York
CHANNING,FRYE,1983,PF,White Plains,New York
CHANNING,FRYE,1983,C,White Plains,New York
DANILO,GALLINARI,1988,SF,Sant'Angelo Lodigiano,Italy
LANGSTON,GALLOWAY,1991,PG,Baton Rouge,Louisiana
KEVIN,GARNETT,1976,PF,Mauldin,South Carolina
MARC,GASOL,1985,C,Barcelona,Spain
PAU,GASOL,1980,C,Barcelona,Spain
RUDY,GAY,1986,SF,Brooklyn,New York
ALONZO,GEE,1987,SF,Riviera Beach,Florida
PAUL,GEORGE,1990,SF,Palmdale,California
TAJ,GIBSON,1985,PF,Brooklyn,New York
MANU,GINOBILI,1977,SG,Bahia Blanca,Argentina
RUDY,GOBERT,1992,C,Saint-Quentin,France
DREW,GOODEN,1981,PF,Oakland,California
ARCHIE,GOODWIN,1994,PG,Little Rock,Arkansas
AARON,GORDON,1995,PF,San Jose,California
ERIC,GORDON,1988,SG,Indianapolis,Indiana
MARCIN,GORTAT,1984,C,Lodz,Poland
ANDREW,GOUDELOCK,1988,PG,Gainesville,Georgia
JERAMI,GRANT,1994,SF,Portland,Oregon
JERIAN,GRANT,1994,PG,Portland,Oregon
DANNY,GREEN,1957,SG,Lynwood,California
DRAYMOND,GREEN,1990,PF,Saginaw,Michigan
ERICK,GREEN,1991,PG,Inglewood,California
ERICK,GREEN,1991,PG,Inglewood,California
ERICK,GREEN,1991,PG,Inglewood,California
GERALD,GREEN,1986,SG,Houston,Texas
JAMYCHAL,GREEN,1990,PF,Montgomery,Alabama
BLAKE,GRIFFIN,1989,PF,Oklahoma City,Oklahoma
JORGE,GUTIERREZ,1988,PG,Chihuahua,Mexico
JORDAN,HAMILTON,1948,SF,Lexington,Kentucky
TYLER,HANSBROUGH,1985,PF,Poplar Bluff,Missouri
TIM,HARDAWAY,1966,SG,Chicago,Illinois
JAMES,HARDEN,1989,SG,Los Angeles,California
MAURICE,HARKLESS,1993,SF,Queens,New York
JUSTIN,HARPER,1989,PF,Richmond,Virginia
MONTREZL,HARRELL,1994,PF,Tarboro,North Carolina
DEVIN,HARRIS,1983,PG,Milwaukee,Wisconsin
GARY,HARRIS,1994,SG,Fishers,Indiana
JOE,HARRIS,1991,SG,Chelan,Washington
TOBIAS,HARRIS,1967,PF,Monroe,Louisiana
TOBIAS,HARRIS,1967,PF,Monroe,Louisiana
TOBIAS,HARRIS,1967,PF,Monroe,Louisiana
AARON,HARRISON,1994,SG,San Antonio,Texas
UDONIS,HASLEM,1980,PF,Miami,Florida
SPENCER,HAWES,1988,PF,Seattle,Washington
CHUCK,HAYES,1983,C,San Leandro,California
