_c0,Player,height,weight,collage,born,birth_city,birth_state,First_Name,Last_Name
3376,A.J. Price,213,124,Unknown,1989,Unknown,Unknown,A.J.,Price
3377,DaJuan Summers,203,104,Georgetown University,1988,Baltimore,Maryland,DaJuan,Summers
3378,Jermaine Taylor,193,79,Texas Tech University,1960,Blytheville,Arkansas,Jermaine,Taylor
3379,Jeff Teague,188,84,Wake Forest University,1988,Indianapolis,Indiana,Jeff,Teague
3380,Garrett Temple,198,88,Louisiana State University,1986,Baton Rouge,Louisiana,Garrett,Temple
3381,Hasheem Thabeet,221,119,University of Connecticut,1987,Dar es Salaam,United Republic of Tanzania,Hasheem,Thabeet
3382,Marcus Thornton,193,92,Louisiana State University,1987,Baton Rouge,Louisiana,Marcus,Thornton
3383,Terrence Williams,198,99,University of Louisville,1987,Seattle,Washington,Terrence,Williams
3384,Sam Young,198,99,University of Pittsburgh,1985,Washington,District of Columbia,Sam,Young
3385,Jeff Adrien,201,111,University of Connecticut,1986,Brookline,Massachusetts,Jeff,Adrien
3386,Solomon Alabi,216,113,Florida State University,1988,Kaduna,Nigeria,Solomon,Alabi
3387,Cole Aldrich,211,113,University of Kansas,1988,Burnsville,Minnesota,Cole,Aldrich
3388,Al-Farouq Aminu,206,99,Wake Forest University,1990,Atlanta,Georgia,Al-Farouq,Aminu
3389,James Anderson,198,96,Oklahoma State University,1989,El Dorado,Arkansas,James,Anderson
3390,Omer Asik,213,115,Unknown,1986,Bursa,Turkey,Omer,Asik
3391,Luke Babbitt,206,102,"University of Nevada, Reno",1989,Cincinnati,Ohio,Luke,Babbitt
3392,Eric Bledsoe,185,86,University of Kentucky,1989,Birmingham,Alabama,Eric,Bledsoe
3393,Trevor Booker,203,103,Clemson University,1987,Newberry,South Carolina,Trevor,Booker
3394,Craig Brackins,208,104,Iowa State University,1987,Los Angeles,California,Craig,Brackins
3395,Avery Bradley,188,81,University of Texas at Austin,1990,Tacoma,Washington,Avery,Bradley
3396,Derrick Caracter,206,124,University of Texas at El Paso,1988,Fanwood,New Jersey,Derrick,Caracter
3397,Sherron Collins,180,92,University of Kansas,1987,Chicago,Illinois,Sherron,Collins
3398,Marcus Cousin,211,111,University of Houston,1986,Baltimore,Maryland,Marcus,Cousin
3399,DeMarcus Cousins,211,122,University of Kentucky,1990,Mobile,Alabama,DeMarcus,Cousins
3400,Jordan Crawford,196,95,University of Kentucky,1986,Detroit,Michigan,Jordan,Crawford
3401,Ed Davis,208,108,University of North Carolina,1989,Washington,District of Columbia,Ed,Davis
3402,Zabian Dowdell,190,86,Virginia Polytechnic Institute and State University,1984,Pahokee,Florida,Zabian,Dowdell
3403,Devin Ebanks,206,97,West Virginia University,1989,Queens,New York,Devin,Ebanks
3404,Semih Erden,213,108,Unknown,1986,Istanbul,Turkey,Semih,Erden
3405,Jeremy Evans,206,90,Western Kentucky University,1987,Crossett,Arkansas,Jeremy,Evans
3406,Patrick Ewing,213,108,Georgetown University,1962,Kingston,Jamaica,Patrick,Ewing
3407,Christian Eyenga,196,95,Unknown,1989,Kinshasa,Democratic Republic of the Congo,Christian,Eyenga
3408,Derrick Favors,208,120,Georgia Institute of Technology,1991,Atlanta,Georgia,Derrick,Favors
3409,Landry Fields,201,95,Stanford University,1988,Long Beach,California,Landry,Fields
3410,Gary Forbes,201,99,University of Massachusetts Amherst,1985,Colon,Panama,Gary,Forbes
3411,Paul George,206,99,"California State University, Fresno",1990,Palmdale,California,Paul,George
3412,Blake Griffin,208,113,University of Oklahoma,1989,Oklahoma City,Oklahoma,Blake,Griffin
3413,Luke Harangody,203,111,University of Notre Dame,1988,Decatur,Illinois,Luke,Harangody
3414,Manny Harris,196,83,University of Michigan,1989,Detroit,Michigan,Manny,Harris
3415,Gordon Hayward,203,102,Butler University,1990,Indianapolis,Indiana,Gordon,Hayward
3416,Lazar Hayward,198,102,Marquette University,1986,Buffalo,New York,Lazar,Hayward
3417,Xavier Henry,198,99,University of Kansas,1991,Gent,Belgium,Xavier,Henry
3418,Damion James,201,102,University of Texas at Austin,1987,Hobbs,New Mexico,Damion,James
3419,Eugene Jeter,180,79,University of Portland,1983,Los Angeles,California,Eugene,Jeter
3420,Armon Johnson,196,107,Bemidji State University,1920,Gonvick,Minnesota,Armon,Johnson
3421,Chris Johnson,183,77,University of California,1949,Corpus Christi,Texas,Chris,Johnson
3422,Wesley Johnson,201,97,Syracuse University,1987,Corsicana,Texas,Wesley,Johnson
3423,Dominique Jones,203,99,Mississippi State University,1975,Nashville,Tennessee,Dominique,Jones
3424,Gani Lawal,206,106,Georgia Institute of Technology,1988,College Park,Georgia,Gani,Lawal
3425,Jeremy Lin,190,90,Harvard University,1988,Palo Alto,California,Jeremy,Lin
3426,Greg Monroe,211,120,Georgetown University,1990,New Orleans,Louisiana,Greg,Monroe
3427,Timofey Mozgov,216,124,Unknown,1986,St. Petersburg,Russia,Timofey,Mozgov
3428,Hamady N'Diaye,213,106,Rutgers University,1987,Dakar,Senegal,Hamady,N'Diaye
3429,Gary Neal,193,95,Towson University,1984,Baltimore,Maryland,Gary,Neal
3430,Larry Owens,201,95,Oral Roberts University,1983,Mesa,Arizona,Larry,Owens
3431,Patrick Patterson,206,104,University of Kentucky,1989,Washington,District of Columbia,Patrick,Patterson
3432,Nikola Pekovic,211,139,Unknown,1986,Bijelo Polje,Montenegro,Nikola,Pekovic
3433,Dexter Pittman,211,139,University of Texas at Austin,1988,Rosenberg,Texas,Dexter,Pittman
3434,Quincy Pondexter,201,99,University of Washington,1988,Fresno,California,Quincy,Pondexter
3435,Andy Rautins,193,86,Syracuse University,1986,Syracuse,New York,Andy,Rautins
3436,Samardo Samuels,206,117,University of Louisville,1989,Trelawny,Jamaica,Samardo,Samuels
3437,Larry Sanders,211,106,Virginia Commonwealth University,1988,Fort Pierce,Florida,Larry,Sanders
3438,Kevin Seraphin,206,129,Unknown,1989,Cayenne,French Guiana,Kevin,Seraphin
3439,Mustafa Shakur,190,86,University of Arizona,1984,Philadelphia,Pennsylvania,Mustafa,Shakur
3440,Garret Siler,211,138,Augusta State University,1986,Augusta,Georgia,Garret,Siler
3441,Ish Smith,183,79,Wake Forest University,1988,Charlotte,North Carolina,Ish,Smith
3442,Tiago Splitter,211,111,Unknown,1985,Joinville,Brazil,Tiago,Splitter
3443,Lance Stephenson,196,104,University of Cincinnati,1990,Brooklyn,New York,Lance,Stephenson
3444,Pape Sy,201,102,Unknown,1988,Loudeac,France,Pape,Sy
3445,Evan Turner,201,99,Ohio State University,1988,Chicago,Illinois,Evan,Turner
3446,Ekpe Udoh,208,108,Baylor University,1987,Edmond,Oklahoma,Ekpe,Udoh
3447,Ben Uzoh,190,92,University of Tulsa,1988,Houston,Texas,Ben,Uzoh
3448,Greivis Vasquez,198,98,University of Maryland,1987,Caracas,Venezuela,Greivis,Vasquez
3449,John Wall,193,88,University of Kentucky,1990,Raleigh,North Carolina,John,Wall
3450,Willie Warren,193,92,University of Oklahoma,1989,Dallas,Texas,Willie,Warren
3451,Hassan Whiteside,213,120,Marshall University,1989,Gastonia,North Carolina,Hassan,Whiteside
3452,Lavoy Allen,206,117,Temple University,1989,Morrisville,Pennsylvania,Lavoy,Allen
3453,Gustavo Ayon,208,113,Unknown,1985,Tepic,Mexico,Gustavo,Ayon
3454,Keith Benson,208,106,Indiana University,1954,New Castle,Indiana,Keith,Benson
3455,Bismack Biyombo,206,115,Unknown,1992,Lubumbashi,Democratic Republic of the Congo,Bismack,Biyombo
3456,MarShon Brooks,196,90,Providence College,1989,Long Branch,New Jersey,MarShon,Brooks
3457,Alec Burks,198,97,University of Colorado,1991,Grandview,Missouri,Alec,Burks
3458,Jimmy Butler,201,99,Marquette University,1989,Houston,Texas,Jimmy,Butler
3459,Derrick Byars,201,99,Vanderbilt University,1984,Memphis,Tennessee,Derrick,Byars
3460,Norris Cole,188,79,Cleveland State University,1988,Dayton,Ohio,Norris,Cole
3461,Eric Dawson,206,113,Midwestern State University,1984,San Antonio,Texas,Eric,Dawson
3462,Justin Dentmon,180,83,University of Washington,1985,Carbondale,Illinois,Justin,Dentmon
3463,Jerome Dyson,190,81,University of Connecticut,1987,Rockville,Maryland,Jerome,Dyson
3464,Kenneth Faried,203,103,Morehead State University,1989,Newark,New Jersey,Kenneth,Faried
3465,Jeff Foote,213,120,Cornell University,1987,Lockwood,New York,Jeff,Foote
3466,Courtney Fortson,180,83,University of Arkansas,1988,San Antonio,Texas,Courtney,Fortson
3467,Jimmer Fredette,188,88,Brigham Young University,1989,Glens Falls,New York,Jimmer,Fredette
3468,Mickell Gladness,211,99,Alabama A&M University,1986,Birmingham,Alabama,Mickell,Gladness
3469,Andrew Goudelock,190,90,College of Charleston,1988,Gainesville,Georgia,Andrew,Goudelock
3470,Jordan Hamilton,178,72,University of North Texas,1948,Lexington,Kentucky,Jordan,Hamilton
3471,Justin Harper,208,102,University of Richmond,1989,Richmond,Virginia,Justin,Harper
3472,Josh Harrellson,208,124,University of Kentucky,1989,St. Charles,Missouri,Josh,Harrellson
3473,Terrel Harris,196,86,Oklahoma State University,1987,Dallas,Texas,Terrel,Harris
3474,Tobias Harris,190,86,University of New Orleans,1967,Monroe,Louisiana,Tobias,Harris
3475,Cory Higgins,196,81,University of Colorado,1989,Danville,California,Cory,Higgins
3476,Darington Hobson,201,95,University of New Mexico,1987,Las Vegas,Nevada,Darington,Hobson
3477,Tyler Honeycutt,203,85,"University of California, Los Angeles",1990,Los Angeles,California,Tyler,Honeycutt
3478,Dennis Horner,206,104,North Carolina State University,1988,Linwood,New Jersey,Dennis,Horner
3479,Kyrie Irving,190,87,Duke University,1992,Melbourne,Australia,Kyrie,Irving
3480,Reggie Jackson,190,94,Boston College,1990,Pordenone,Italy,Reggie,Jackson
3481,Charles Jenkins,190,99,Hofstra University,1989,Brooklyn,New York,Charles,Jenkins
3482,Carldell Johnson,178,81,University of Alabama at Birmingham,1983,New Orleans,Louisiana,Carldell,Johnson
3483,Ivan Johnson,203,104,University of Oregon,1984,San Antonio,Texas,Ivan,Johnson
3484,JaJuan Johnson,206,113,Wake Forest University,1987,Cheyenne,Wyoming,JaJuan,Johnson
3485,Jerome Jordan,213,114,University of Tulsa,1986,Kingston,Jamaica,Jerome,Jordan
3486,Cory Joseph,190,87,University of Texas at Austin,1991,Toronto,Canada,Cory,Joseph
3487,Enes Kanter,211,111,Unknown,1992,Zurich,Switzerland,Enes,Kanter
3488,D.J. Kennedy,211,111,Unknown,1992,Unknown,Unknown,D.J.,Kennedy
3489,Brandon Knight,178,78,Stanford University,1975,Livingston,New Jersey,Brandon,Knight
3490,Malcolm Lee,196,90,"University of California, Los Angeles",1990,Riverside,California,Malcolm,Lee
3491,Kawhi Leonard,201,104,San Diego State University,1991,Los Angeles,California,Kawhi,Leonard
3492,Travis Leslie,193,92,University of Georgia,1990,Atlanta,Georgia,Travis,Leslie
3493,Jon Leuer,208,103,University of Wisconsin,1989,Long Lake,Minnesota,Jon,Leuer
3494,DeAndre Liggins,198,94,University of Kentucky,1988,Chicago,Illinois,DeAndre,Liggins
3495,Shelvin Mack,190,92,Butler University,1990,Lexington,Kentucky,Shelvin,Mack
3496,Vernon Macklin,208,102,University of Florida,1986,Portsmouth,Virginia,Vernon,Macklin
3497,E'Twaun Moore,208,102,Unknown,1986,Unknown,Unknown,E'Twaun,Moore
3498,Darius Morris,193,86,University of Michigan,1991,Los Angeles,California,Darius,Morris
3499,Marcus Morris,188,88,Northwestern University,1925,Unknown,Unknown,Marcus,Morris
3500,Markieff Morris,188,88,Northwestern University,1925,Unknown,Unknown,Markieff,Morris
3501,Daniel Orton,208,115,University of Kentucky,1990,Oklahoma City,Oklahoma,Daniel,Orton
3502,Jeremy Pargo,188,99,Gonzaga University,1986,Chicago,Illinois,Jeremy,Pargo
3503,Chandler Parsons,208,104,University of Florida,1988,Casselberry,Florida,Chandler,Parsons
3504,Ryan Reid,203,105,Florida State University,1986,Lauderdale Lakes,Florida,Ryan,Reid
3505,Ricky Rubio,193,87,Unknown,1990,Barcelona,Spain,Ricky,Rubio
3506,Josh Selby,188,83,University of Kansas,1991,Baltimore,Maryland,Josh,Selby
3507,Iman Shumpert,196,99,Georgia Institute of Technology,1990,Oak Park,Illinois,Iman,Shumpert
3508,Xavier Silas,196,92,Northern Illinois University,1988,San Antonio,Texas,Xavier,Silas
3509,Chris Singleton,203,104,Florida State University,1989,Canton,Georgia,Chris,Singleton
3510,Donald Sloan,190,92,Texas A&M University,1988,Shreveport,Louisiana,Donald,Sloan
3511,Jerry Smith,188,86,University of Louisville,1987,Wauwatosa,Wisconsin,Jerry,Smith
3512,Nolan Smith,188,83,Duke University,1988,Louisville,Kentucky,Nolan,Smith
3513,Greg Stiemsma,211,117,University of Wisconsin,1985,Randolph,Wisconsin,Greg,Stiemsma
3514,Julyan Stone,198,90,University of Texas at El Paso,1988,Alexandria,Virginia,Julyan,Stone
3515,Isaiah Thomas,185,81,Indiana University,1961,Chicago,Illinois,Isaiah,Thomas
3516,Lance Thomas,203,106,Duke University,1988,Brooklyn,New York,Lance,Thomas
3517,Malcolm Thomas,206,102,San Diego State University,1988,Columbia,Missouri,Malcolm,Thomas
3518,Trey Thompkins,206,107,University of Texas at Austin,1991,Toronto,Canada,Trey,Thompkins
3519,Klay Thompson,201,97,Washington State University,1990,Los Angeles,California,Klay,Thompson
3520,Mychel Thompson,208,102,University of Minnesota,1955,Nassau,Bahamas,Mychel,Thompson
3521,Tristan Thompson,206,107,University of Texas at Austin,1991,Toronto,Canada,Tristan,Thompson
3522,Jeremy Tyler,208,117,Unknown,1991,San Diego,California,Jeremy,Tyler
3523,Edwin Ubiles,198,92,Siena College,1986,Brooklyn,New York,Edwin,Ubiles
3524,Jan Vesely,211,108,Unknown,1990,Ostrava,Czech Republic,Jan,Vesely
3525,Nikola Vucevic,213,117,University of Southern California,1990,Morges,Switzerland,Nikola,Vucevic
3526,Kemba Walker,203,95,University of Kentucky,1964,Roberta,Georgia,Kemba,Walker
3527,Derrick Williams,190,90,University of Illinois at Urbana-Champaign,1984,Parkersburg,West Virginia,Derrick,Williams
3528,Elliot Williams,196,86,University of Memphis,1989,Memphis,Tennessee,Elliot,Williams
3529,Jordan Williams,188,83,New Mexico State University,1951,New Haven,Connecticut,Jordan,Williams
3530,Chris Wright,203,102,University of Dayton,1988,Trotwood,Ohio,Chris,Wright
3531,Quincy Acy,201,108,Baylor University,1990,Tyler,Texas,Quincy,Acy
3532,Josh Akognon,180,83,"California State University, Fullerton",1986,Greenbrae,California,Josh,Akognon
3533,Harrison Barnes,190,92,Northeastern University,1945,Unknown,Unknown,Harrison,Barnes
3534,Will Barton,198,79,University of Memphis,1991,Baltimore,Maryland,Will,Barton
3535,Aron Baynes,208,117,Washington State University,1986,Gisborne,New Zealand,Aron,Baynes
3536,Kent Bazemore,196,91,Old Dominion University,1989,Kelford,North Carolina,Kent,Bazemore
3537,Bradley Beal,196,93,University of Florida,1993,St. Louis,Missouri,Bradley,Beal
3538,Patrick Beverley,185,83,University of Arkansas,1988,Chicago,Illinois,Patrick,Beverley
3539,Victor Claver,206,101,Unknown,1988,Valencia,Spain,Victor,Claver
3540,Chris Copeland,206,108,University of Colorado,1984,Orange,New Jersey,Chris,Copeland
3541,Jae Crowder,198,106,Marquette University,1990,Villa Rica,Georgia,Jae,Crowder
3542,Jared Cunningham,193,88,Oregon State University,1991,Oakland,California,Jared,Cunningham
3543,Anthony Davis,206,97,University of Texas at El Paso,1968,Oakland,California,Anthony,Davis
3544,Nando De,206,97,Unknown,1968,Unknown,Unknown,Nando,De
3545,Andre Drummond,211,126,University of Connecticut,1993,Mount Vernon,New York,Andre,Drummond
3546,Kim English,198,90,University of Missouri,1988,Baltimore,Maryland,Kim,English
3547,Festus Ezeli,211,115,Vanderbilt University,1989,Benin City,Nigeria,Festus,Ezeli
3548,Evan Fournier,201,92,Unknown,1992,Saint-Maurice,France,Evan,Fournier
3549,Joel Freeland,208,113,Unknown,1987,Farnham,United Kingdom,Joel,Freeland
3550,Diante Garrett,190,83,Southern Illinois University,1947,Unknown,Unknown,Diante,Garrett
3551,Draymond Green,201,104,Michigan State University,1990,Saginaw,Michigan,Draymond,Green
3552,Ben Hansbrough,190,92,University of Notre Dame,1987,Poplar Bluff,Missouri,Ben,Hansbrough
3553,Maurice Harkless,206,97,St. John's University,1993,Queens,New York,Maurice,Harkless
3554,John Henson,211,103,University of North Carolina,1990,Greensboro,North Carolina,John,Henson
3555,Justin Holiday,198,83,University of Washington,1989,Mission Hills,California,Justin,Holiday
3556,Bernard James,208,108,Florida State University,1985,Savannah,Georgia,Bernard,James
3557,John Jenkins,193,97,Vanderbilt University,1991,Nashville,Tennessee,John,Jenkins
3558,Orlando Johnson,196,99,"University of California, Santa Barbara",1989,Monterey,California,Orlando,Johnson
3559,Darius Johnson-Odom,201,95,Syracuse University,1970,Morgan City,Louisiana,Darius,Johnson-Odom
3560,DeQuan Jones,203,100,University of Miami,1990,Stone Mountain,Georgia,DeQuan,Jones
3561,Kevin Jones,203,113,West Virginia University,1989,Mount Vernon,New York,Kevin,Jones
3562,Perry Jones,211,106,Baylor University,1991,Winnsboro,Louisiana,Perry,Jones
3563,Terrence Jones,206,114,University of Kentucky,1992,Portland,Oregon,Terrence,Jones
3564,Kris Joseph,201,95,Syracuse University,1988,Montreal,Canada,Kris,Joseph
3565,Michael Kidd-Gilchrist,201,105,University of Kentucky,1993,Philadelphia,Pennsylvania,Michael,Kidd-Gilchrist
3566,Viacheslav Kravtsov,213,117,Unknown,1987,Odessa,Ukraine,Viacheslav,Kravtsov
3567,Doron Lamb,193,95,University of Kentucky,1991,Queens,New York,Doron,Lamb
3568,Jeremy Lamb,196,83,University of Connecticut,1992,Henrico Valley,Virginia,Jeremy,Lamb
3569,Meyers Leonard,216,111,University of Illinois at Urbana-Champaign,1992,Woodbridge,Virginia,Meyers,Leonard
3570,Damian Lillard,190,88,Weber State University,1990,Oakland,California,Damian,Lillard
3571,Scott Machado,185,92,Iona College,1990,Queens,New York,Scott,Machado
3572,Kendall Marshall,193,90,University of North Carolina,1991,Dumfries,Virginia,Kendall,Marshall
3573,Fab Melo,213,115,Syracuse University,1990,Juiz de Forz,Brazil,Fab,Melo
3574,Khris Middleton,203,106,Texas A&M University,1991,Charleston,South Carolina,Khris,Middleton
3575,Darius Miller,203,106,University of Kentucky,1990,Maysville,Kentucky,Darius,Miller
3576,Quincy Miller,206,95,Baylor University,1992,Chicago,Illinois,Quincy,Miller
3577,Donatas Motiejunas,213,100,Unknown,1990,Kaunas,Lithuania,Donatas,Motiejunas
3578,Arnett Moultrie,211,112,Mississippi State University,1990,Queens,New York,Arnett,Moultrie
3579,Kevin Murphy,196,83,Tennessee Technological University,1990,Atlanta,Georgia,Kevin,Murphy
3580,Andrew Nicholson,206,113,St. Bonaventure University,1989,Mississauga,Canada,Andrew,Nicholson
3581,Kyle O'Quinn,208,113,Norfolk State University,1990,Flushing,New York,Kyle,O'Quinn
3582,Tim Ohlbrecht,211,115,Unknown,1988,Wuppertal,Germany,Tim,Ohlbrecht
3583,Miles Plumlee,211,112,Duke University,1988,Fort Wayne,Indiana,Miles,Plumlee
3584,Pablo Prigioni,190,83,Unknown,1977,Rio Tercero,Argentina,Pablo,Prigioni
3585,Austin Rivers,193,90,Duke University,1992,Santa Monica,California,Austin,Rivers
3586,Brian Roberts,185,78,University of Dayton,1985,Toledo,Ohio,Brian,Roberts
3587,Thomas Robinson,208,107,University of Kansas,1991,Washington,District of Columbia,Thomas,Robinson
3588,Terrence Ross,201,93,University of Washington,1991,Portland,Oregon,Terrence,Ross
3589,Robert Sacre,213,122,Gonzaga University,1989,Baton Rouge,Louisiana,Robert,Sacre
3590,Mike Scott,203,107,University of Virginia,1988,Chesapeake,Virginia,Mike,Scott
3591,Tornike Shengelia,206,98,Unknown,1991,Tbilisi,Georgia,Tornike,Shengelia
3592,Alexey Shved,198,86,Unknown,1988,Belgorod,Russia,Alexey,Shved
3593,Henry Sims,208,112,Georgetown University,1990,Baltimore,Maryland,Henry,Sims
3594,Kyle Singler,203,103,Duke University,1988,Medford,Oregon,Kyle,Singler
3595,Jared Sullinger,206,117,Ohio State University,1992,Columbus,Ohio,Jared,Sullinger
3596,Jeffery Taylor,193,79,Texas Tech University,1960,Blytheville,Arkansas,Jeffery,Taylor
3597,Tyshawn Taylor,190,83,University of Kansas,1990,Hoboken,New Jersey,Tyshawn,Taylor
3598,Marquis Teague,188,85,University of Kentucky,1993,Indianapolis,Indiana,Marquis,Teague
3599,Mirza Teletovic,206,109,Unknown,1985,Mostar,Bosnia and Herzegovina,Mirza,Teletovic
3600,Jonas Valanciunas,213,120,Unknown,1992,Utena,Lithuania,Jonas,Valanciunas
3601,Jarvis Varnado,206,104,Mississippi State University,1988,Fairfax,Virginia,Jarvis,Varnado
3602,Dion Waiters,193,102,Syracuse University,1991,Philadelphia,Pennsylvania,Dion,Waiters
3603,Maalik Wayns,188,90,Villanova University,1991,Philadelphia,Pennsylvania,Maalik,Wayns
3604,Tony Wroten,198,92,University of Washington,1993,Seattle,Washington,Tony,Wroten
3605,Luke Zeller,211,111,University of Notre Dame,1987,Ames,Iowa,Luke,Zeller
3606,Tyler Zeller,213,114,University of North Carolina,1990,Visalia,California,Tyler,Zeller
3607,Steven Adams,213,115,University of Pittsburgh,1993,Rotorua,New Zealand,Steven,Adams
3608,Giannis Antetokounmpo,211,100,Unknown,1994,Athens,Greece,Giannis,Antetokounmpo
3609,Pero Antic,211,117,Unknown,1982,Skopje,FYR Macedonia,Pero,Antic
3610,Chris Babb,196,102,Iowa State University,1990,Arlington,Texas,Chris,Babb
3611,Anthony Bennett,203,111,"University of Nevada, Las Vegas",1993,Toronto,Canada,Anthony,Bennett
3612,Vander Blue,193,90,Marquette University,1992,Milwaukee,Wisconsin,Vander,Blue
3613,Lorenzo Brown,196,85,North Carolina State University,1990,Roswell,Georgia,Lorenzo,Brown
3614,Reggie Bullock,201,92,University of North Carolina,1991,Baltimore,Maryland,Reggie,Bullock
3615,Trey Burke,185,86,University of Michigan,1992,Columbus,Ohio,Trey,Burke
3616,Dwight Buycks,190,86,Marquette University,1989,Milwaukee,Wisconsin,Dwight,Buycks
3617,Nick Calathes,198,96,University of Florida,1989,Casselberry,Florida,Nick,Calathes
3618,Kentavious Caldwell-Pope,196,92,University of Georgia,1993,Thomaston,Georgia,Kentavious,Caldwell-Pope
3619,Isaiah Canaan,183,91,Murray State University,1991,Biloxi,Mississippi,Isaiah,Canaan
3620,Michael Carter-Williams,198,86,Syracuse University,1991,Hamilton,Massachusetts,Michael,Carter-Williams
3621,Dionte Christmas,196,92,Temple University,1986,Philadelphia,Pennsylvania,Dionte,Christmas
3622,Ian Clark,190,79,Belmont University,1991,Memphis,Tennessee,Ian,Clark
3623,Robert Covington,206,97,Tennessee State University,1990,Bellwood,Illinois,Robert,Covington
3624,Allen Crabbe,198,95,University of California,1992,Los Angeles,California,Allen,Crabbe
3625,Seth Curry,188,83,Duke University,1990,Charlotte,North Carolina,Seth,Curry
3626,Troy Daniels,193,92,Virginia Commonwealth University,1991,Roanoke,Virginia,Troy,Daniels
3627,Luigi Datome,203,97,Unknown,1987,Montebelluna,Italy,Luigi,Datome
3628,Brandon Davies,208,108,Brigham Young University,1991,Philadelphia,Pennsylvania,Brandon,Davies
3629,Dewayne Dedmon,213,111,University of Southern California,1989,Lancaster,California,Dewayne,Dedmon
3630,Matthew Dellavedova,193,89,Saint Mary's College of California,1990,Maryborough,Australia,Matthew,Dellavedova
3631,Gorgui Dieng,211,109,University of Louisville,1990,Kebemer,Senegal,Gorgui,Dieng
3632,Shane Edwards,201,99,University of Arkansas at Little Rock,1987,Los Angeles,California,Shane,Edwards
3633,Vitor Faverani,211,117,Unknown,1988,Porto Alegre,Brazil,Vitor,Faverani
3634,Carrick Felix,198,91,Arizona State University,1990,Las Vegas,Arizona,Carrick,Felix
3635,Jamaal Franklin,196,86,San Diego State University,1991,Moreno Valley,California,Jamaal,Franklin
3636,Rudy Gobert,216,111,Unknown,1992,Saint-Quentin,France,Rudy,Gobert
3637,Archie Goodwin,196,90,University of Kentucky,1994,Little Rock,Arkansas,Archie,Goodwin
3638,Jorge Gutierrez,190,86,University of California,1988,Chihuahua,Mexico,Jorge,Gutierrez
3639,Justin Hamilton,213,117,Louisiana State University,1990,Newport Beach,California,Justin,Hamilton
3640,Elias Harris,203,108,Gonzaga University,1989,Speyer,Germany,Elias,Harris
3641,Solomon Hill,201,102,University of Arizona,1991,Los Angeles,California,Solomon,Hill
3642,Scotty Hopson,201,92,University of Tennessee,1989,Hopkinsville,Kentucky,Scotty,Hopson
3643,Robbie Hummel,203,97,Purdue University,1989,Valparaiso,Indiana,Robbie,Hummel
3644,Sergey Karasev,201,94,Unknown,1993,St. Petersburg,Russia,Sergey,Karasev
3645,Ryan Kelly,211,104,Duke University,1991,Carmel,New York,Ryan,Kelly
3646,Ognjen Kuzmic,216,113,Unknown,1990,Doboj,Bosnia and Herzegovina,Ognjen,Kuzmic
3647,Shane Larkin,180,79,University of Miami,1992,Cincinnati,Ohio,Shane,Larkin
3648,Ricky Ledo,201,88,Unknown,1992,Providence,Rhode Island,Ricky,Ledo
3649,Alex Len,216,117,University of Maryland,1993,Antratsit,Ukraine,Alex,Len
3650,Ray McCallum,190,86,University of Detroit Mercy,1991,Madison,Wisconsin,Ray,McCallum
3651,C.J. McCollum,190,86,Unknown,1991,Unknown,Unknown,C.J.,McCollum
3652,Ben McLemore,196,88,University of Kansas,1993,St. Louis,Missouri,Ben,McLemore
3653,Gal Mekel,190,86,Wichita State University,1988,Petah Tikva,Israel,Gal,Mekel
3654,Tony Mitchell,201,92,Purdue University,1966,Toledo,Ohio,Tony,Mitchell
3655,Shabazz Muhammad,198,101,"University of California, Los Angeles",1992,Los Angeles,California,Shabazz,Muhammad
3656,Erik Murphy,208,104,University of Florida,1990,Lyon,France,Erik,Murphy
3657,Toure' Murry,196,88,Wichita State University,1989,Houston,Texas,Toure',Murry
3658,Mike Muscala,211,108,Bucknell University,1991,St. Louis Park,Minnesota,Mike,Muscala
3659,Nemanja Nedovic,190,87,Unknown,1991,Nova Varos,Serbia,Nemanja,Nedovic
3660,James Nunnally,201,92,"University of California, Santa Barbara",1990,San Jose,California,James,Nunnally
3661,Victor Oladipo,193,95,Indiana University,1992,Silver Spring,Maryland,Victor,Oladipo
3662,Kelly Olynyk,213,107,Gonzaga University,1991,Toronto,Canada,Kelly,Olynyk
3663,Arinze Onuaku,206,115,Syracuse University,1987,Lanham,Maryland,Arinze,Onuaku
3664,Mason Plumlee,211,111,Duke University,1990,Fort Wayne,Indiana,Mason,Plumlee
3665,Otto Porter,203,89,Georgetown University,1993,St. Louis,Missouri,Otto,Porter
3666,Phil Pressey,180,79,University of Missouri,1991,Dallas,Texas,Phil,Pressey
3667,Miroslav Raduljica,213,113,Unknown,1988,Belgrade,Serbia,Miroslav,Raduljica
3668,Andre Roberson,196,83,Oral Roberts University,1955,Chattanooga,Tennessee,Andre,Roberson
3669,Dennis Schroder,185,78,Unknown,1993,Braunschweig,Germany,Dennis,Schroder
3670,Peyton Siva,183,83,University of Louisville,1990,Seattle,Washington,Peyton,Siva
3671,Tony Snell,201,90,University of New Mexico,1991,Riverside,California,Tony,Snell
3672,James Southerland,203,97,Syracuse University,1990,Queens,New York,James,Southerland
3673,D.J. Stephens,203,97,Unknown,1990,Unknown,Unknown,D.J.,Stephens
3674,Adonis Thomas,201,90,University of Memphis,1993,Memphis,Tennessee,Adonis,Thomas
3675,Hollis Thompson,203,93,Georgetown University,1991,Pasadena,California,Hollis,Thompson
3676,Casper Ware,178,79,"California State University, Long Beach",1990,Cerritos,California,Casper,Ware
